"name"	"number"
"  1602、根据《中国共产党章程》中国共产党党员是中国工人阶级的有 的先锋战士。  A、政策理论水平  B、远大理想抱负  C、共产主义觉悟  D、牺牲忘我精神  "	"C共产主义觉悟"
"  1603、2020 年 4 月 24 日国家航天局宣布将我国首次火星探测任务命名为 同时公布了首次火星探测任务标识 。  A、天问一号  揽星九天  B、巡天一号  辰宿列张  C、探天一号  追问星辰  D、天索一号  寻秘宇宙  "	"A天问一号"
"  1604、中国特色社会主义制度是一个严密完整的科学制度体系起四梁八柱作用的是根本制度、基本制度、重要制度其中具有统领地位的是 。  A、党的领导制度  B、人民代表大会制度  c、民主集中制  D、基本经济制度  "	"A党的领导制度"
"  1605、根据《中华人民共和国公职人员政务处分法》本法适用于 对违法的公职人员给予政务处分的活动。  A、行政机关  B、党的纪律检查委员会  C、检察机关  D、监察机关  "	"D监察机关"
"  1606、《同光名伶十三绝》是京剧史上的一幅名伶彩色剧装写真画由晚清画师 绘制。  A、沈蓉圃  B、贺世魁  C、朱复昌  "	"A沈蓉圃"
"  1607、冯子存是我国著名的 演奏家。  A、二胡  B、琵琶  C、笛子  "	"C笛子"
"  1608、我国著名古琴演奏家 的演奏特点是清丽飄逸、灵巧多变。在古琴领域里被称为""虞山吴派。  A、吴景略  B、刘天华  C、龚一  "	"A吴景略"
"  1609、将许多曲牌联缀起来讲唱故事的音乐形式称为 类说唱。  A、鼓书  B、牌子曲  C、渔鼓  "	"B牌子曲"
"  1610、郑燮号板桥江苏兴化人扬州八怪的主要代表尤擅画兰竹。 图以石为脉兰竹相间为郑燮兰竹石中的精品。  A、《兰竹石》  B、《山水卷》  C、《蚂蚁搬家》  "	"A《兰竹石》"
"  1611、世界著名画作 是意大利艺术家达芬奇于文艺复兴时期剑作的大型壁画以《圣经》中耶稣跟十二门徒共进最后一次晚餐为题材。  A、《最后的晚餐》  B、《蒙娜丽莎》  C、《救世主》  "	"A《最后的晚餐》"
"  1612、蒋风之是我国著名的 演奏家其代表作品为《汉宫秋月》。  A、琵琶  B、笛子  C、二胡  "	"C二胡"
"  1613、毕加索西斑牙画家〉雕塑家。是现代艺术的创始人西方现代派绘画的主要代表。他1907年创作的 是第一张被认为有立体主义倾向的作品是文帽具有里程碑意义的著名杰作。  A、《蒙娜丽莎》  B、《亚威农少女》  C、《记忆的永恒  "	"B《亚威农少女》"
"  1614、现代著名二胡演奏家、作曲家、教育家 是中国近代民族音乐一代宗师、二胡鼻祖刘天华的弟弟是刘天华音乐事业的忠实继承者和发展者被誉为""民族音乐大师""。  A、刘天一  B、刘北茂  C、刘雪庵  "	"B刘北茂"
"  1615、李廷松是我国著名的 演奏家。  A、二胡  B、琵琶  C、笛子  "	"B琵琶"
"  1616、北宋画家张择端创作的风俗画 属国宝级文物作品采用散点透视构图法见证了北宋全盛时期都城汴京令河南开封的繁荣景  A、《清明上河图》  B、《山水卷》  C、《星空》  "	"A《清明上河图》"
"  1617、清代宮廷画家郎世宇的 描绘了姿态各异之骏马百匹放牧游息于草原的场面。  A、《百骏图》  B、《立马图  "	"A《百骏图》"
"  1618、公民没有报告突发事件信息的义务。   A、正确  B、错误  "	"B错误"
"  1619、《闹元宵》是中国著名古筝演奏家曹东扶创作的一首 音乐作品。  A、唢呐  B、管子  C、古筝  "	"C古筝"
"  1620、中国近现代山水画家有着千古第一用墨大师之誉其传世作品《山水卷》等藏于故宫物院。  A、丰子恺  B、黄宾虹  C、郑板桥  "	"B黄宾虹"
"  1621、宋元时期的 是一种较为通俗易懂的说唱音乐形式。  A、陶真  B、涯词  C、词调  "	"A陶真"
"  1622、敦煌壁画中最大的一幅是 这幅壁画中既有腾云驾雾的佛、菩萨也有市井生活、人间百态建筑多达200多个人物有500多位可谓一壁看尽众生相。  A、《五台山图》  B、《观音经变图  C、《张骞出使西域图》  "	"A《五台山图》"
"  1623、危险化学品经营企业可以向未经许可从事危险化学品生产、经营活动的企业采购危险化学品。   A、正确  B、错误  "	"B错误"
"  1624、有一种说唱音乐是由佛教寺院为宣传教义而设立的用说与唱的形式将佛教经文或教义讲唱出来且在隋唐影响很大这种说唱音乐是 。  A、鼓子词  B、变文  C、唱赚  "	"B变文"
"  1625、广东音乐风格的古筝曲 是我国民族器乐演奏家刘天一的代表作。  A、《二月里来》  B、《垦春泥》  C、《纺织忙》  "	"C《纺织忙》"
"  1626、以下曲种属于牌子曲类说唱的有 。  A、四川清音  B、苏州弹词  C、河南坠子  "	"A四川清音"
"  1627、河南坠子源于河南由流行在河南和皖北的曲艺 、莺歌柳、三弦书等结合形成的传统曲艺形式。  A、单弦牌子曲  B、西河大鼓  C、道情  "	"C道情"
"  1628、中国邮政发行的第一套多媒体邮票是 。  A、2009年2009-20《唐诗三百首》  B、2012年2012-23《宋词》  C、2018年2018-24《诗经》  D、2010年2010-14《昆曲》  "	"A2009年2009-20《唐诗三百首》"
"  1629、在我国民间传统记谱法中使用合、四、一、上、尺、工凡等字样为唱名的是 。  A、减字谱  B、工尺谱  C、二四谱  "	"B工尺谱"
"  1630、新中国成立后发行的第一套邮票是 。  A、1949年《庆祝中国人民政治协商会议第一届全体会议》  B、1951年《国微》  C、1980年《童话咕咚》  D、1974年《万国邮政联盟成立一百周年纪念  "	"A1949年《庆祝中国人民政治协商会议第一届全体会议》"
"  1631、在我国传统记谱法中 是一种古老的弦索谱以二、三、四、五、六、七、八作为谱字表示音阶各音级的音高。  A、二四谱  B、工尺谱  C、减字谱  "	"A二四谱"
"  1632、中国邮政发行的第一套宣纸邮票是 。  A、2010年2010-11《中国古代书法一行书》大版  B、2010年2010-11《中国古代书法一行书》小版  C、2004年2004-28《中国古代书法一隶书》小版  D、2004年2004-28《中国古代书法一隶书》大版  "	"B2010年2010-11《中国古代书法一行书》小版"
"  1633、2020年是《共产党宣言》中文全译本出版一百周年中国邮政定于 发行《<共产党宣言>中文全译本出版一百周年》纪念邮票。  A、4月22日  B、6月22日  C、7月22日  D、8月22日  "	"D8月22日"
"  1634、中国邮政发行的第一套生肖邮票是 。  A、《甲申年》  B、《庚申年》  C、《丙申年》  D、《戊申年》  "	"B《庚申年》"
"  1635、在古琴记谱法中由唐末琴家曹柔创立的 是对文字谱记谱法的一次重大改革其特点为字简而义尽文约而音赅。  A、减字谱  B、工尺谱  C、二四谱  "	"A减字谱"
"  1636、根据《化妆品监督管理条例》化妆品 对化妆品的质量安全和功效宣称负责。出题：浙江省药品监督管理局、浙江省药品化妆品审评中心  A、药品监督部门  B、市场监督部门  C、注册人、备案人  D、消费者保护协会  "	"C注册人、备案人"
"  1637、根据《化妆品监督管理条例》关于化妆品标签以下说法错误的是 。出题：浙江省药品监督管理局、浙江省药品化妆品审评中心  A、应当标注产品名称、特殊化妆品注册证编号  B、应当标注主要成分  C、应当标注注册人、备案人、受托生产企业的名称、地址  D、应当标注净含量  "	"B应当标注主要成分"
"  1638、根据《化妆品监督管理条例》特殊化妆品注册证有效期为 年。出题：浙江省药品监智曾理局、江省药品化妆品审评中心  A、5  B、4  C、3  D、2  "	"A5"
"  1639、根据《化妆品监督管理条例》化妆品生产许可证有效期为 年。出题：浙江省药品监督管理局、浙江省药品化妆品审评中心  A、5  B、4  C、3  D、2  "	"A5"
"  1640、根据《化妆品监督管理条例》国家按照 对化妆品、化妆品原料实行分类管理。出题：浙江省药品监督管理局、浙江省药品化妆品审评中心  A、销售模式  B、火爆程度  C、风险程度  D、销售量  "	"C风险程度"
"  1641、根据《化妆品监督管理条例》下列产品中 属于化妆品。出题：浙江省药品监督管理局、浙江省药品化妆品审评中心  A、美容水光针  B、消毒洗手液  C、医用退烧贴  D、润唇膏  "	"D润唇膏"
"  1642、选择词语的正确词形 。  A、天翻地覆  B、天翻地复  "	"A天翻地覆"
"  1643、选择词语的正确词形 。  A、不径而走  B、不胫而走  "	"B不胫而走"
"  1644、选择词语的正确词形 。  A、罄竹难书  B、磬竹难书  "	"A罄竹难书"
"  1645、选择词语的正确词形 。  A、走头无路  B、走投无路  "	"B走投无路"
"  1646、选择词语的正确词形 。  A、不落窠臼  B、不落巢臼  "	"A不落窠臼"
"  1647、选择词语的正确词形 。  A、嘎然而止  B、戛然而止  "	"B戛然而止"
"  1648、选择词语的正确词形 。  A、神祇  B、神祗  "	"A神祇"
"  1649、选择词语的正确词形 。  A、病原体  B、病源体  "	"A病原体"
"  1650、选择词语的正确词形 。  A、蜂拥而至  B、蜂涌而至  "	"A蜂拥而至"
"  1651、选择词语的正确词形 。  A、勠力同心  B、戮力同心  "	"A勠力同心"
"  1652、选择词语的正确词形 。  A、绊脚石  B、拌脚石  "	"A绊脚石"
"  1653、选择词语的正确词形 。  A、璀璨  B、璀灿  "	"A璀璨"
"  1654、选择词语的正确词形 。  A、并行不悖  B、并行不背  "	"A并行不悖"
"  1655、选择词语的正确词形 。  A、源远流长  B、渊远流长  "	"A源远流长"
"  1656、选择词语的正确词形 。  A、笑眯眯  B、笑咪咪  "	"A笑眯眯"
"  1657、选择词语的正确词形 。  A、阈值  B、阀值  "	"A阈值"
"  1658、选择词语的正确词形 。  A、张皇失措  B、张惶失措  "	"A张皇失措"
"  1659、选择词语的正确词形 。  A、窜红  B、蹿红  "	"B蹿红"
"  1660、选择词语的正确词形 。  A、嬉笑怒骂  B、嘻笑怒骂  "	"A嬉笑怒骂"
"  1661、选择词语的正确词形 。  A、对簿公堂  B、对薄公堂  "	"A对簿公堂"
"  1662、选择词语的正确词形 。  A、粘合剂  B、黏合剂  "	"B黏合剂"
"  1663、选择词语的正确词形 。  A、决窍  B、诀窍  "	"B诀窍"
"  1664、选择词语的正确词形 。  A、切磋  B、切蹉  "	"A切磋"
"  1665、选择词语的正确词形 。  A、黄梁美梦  B、黄粱美梦  "	"B黄粱美梦"
"  1666、选择词语的正确词形 。  A、迫不及待  B、迫不急待  "	"A迫不及待"
"  1667、选择词语的正确词形 。  A、有恃无恐  B、有持无恐  "	"A有恃无恐"
"  1668、选择词语的正确词形 。  A、宣泄  B、渲泄  "	"A宣泄"
"  1669、选择词语的正确词形 。  A、自爆自弃  B、自暴自弃  "	"B自暴自弃"
"  1670、选择词语的正确词形 。  A、再接再厉  B、再接再励  "	"A再接再厉"
"  1671、选择词语的正确词形 。  A、舶来品  B、泊来品  "	"A舶来品"
"  1672、选择词语的正确词形 。  A、一如既往  B、一如继往  "	"A一如既往"
"  1673、选择词语的正确词形 。  A、枯燥  B、枯躁  "	"A枯燥"
"  1674、选择词语的正确词形 。  A、毋庸置疑  B、勿庸置疑  "	"A毋庸置疑"
"  1675、为少一刹那的刹选择正确读音 。  A、shā  B、chà  C、shà  "	"Bchà"
"  1676、选择词语的正确词形 。  A、额手称庆  B、额首称庆  "	"A额手称庆"
"  1677、选择词语的正确词形 。  A、俯首帖耳  B、俯首贴耳  "	"A俯首帖耳"
"  1678、选择词语的正确词形 。  A、铤而走险  B、挺而走险  "	"A铤而走险"
"  1679、选择词语的正确词形 。  A、坐落  B、座落  "	"A坐落"
"  1680、选择词语的正确词形 。  A、烧麦  B、烧卖  "	"B烧卖"
"  1681、选择词语的正确词形 。  A、冒然行事  B、贸然行事  "	"B贸然行事"
"  1682、选择词语的正确词形 。  A、气概  B、气慨  "	"A气概"
"  1683、选择词语的正确词形 。  A、人情事故  B、人情世故  "	"B人情世故"
"  1684、选择词语的正确词形 。  A、一鼓作气  B、一股作气  "	"A一鼓作气"
"  1685、选择词语的正确词形 。  A、趋之若鹜  B、趋之若骛  "	"A趋之若鹜"
"  1686、选择词语的正确词形 。  A、博弈  B、搏弈  "	"A博弈"
"  1687、为掺和""的""和""选择正确读音 。  A、hé  B、huo  "	"Bhuo"
"  1688、选择词语的正确词形 。  A、滥芋充数  B、滥竽充数  "	"B滥竽充数"
"  1689、选择词语的正确词形 。  A、委曲求全  B、委屈求全  "	"A委曲求全"
"  1690、选择词语的正确词形 。  A、英雄辈出  B、英雄倍出  "	"A英雄辈出"
"  1691、选择词语的正确词形 。  A、大声急呼  B、大声疾呼  "	"B大声疾呼"
"  1692、选择词语的正确词形 。  A、貂蝉  B、貂婵  "	"A貂蝉"
"  1693、选择词语的正确词形 。  A、立下宏愿  B、立下弘愿  "	"A立下宏愿"
"  1694、选择词语的正确词形 。  A、山清水秀  B、山青水秀  "	"A山清水秀"
"  1695、选择词语的正确词形 。  A、金钢钻  B、金刚钻  "	"B金刚钻"
"  1696、选择词语的正确词形 。  A、慵懒  B、庸懒  "	"A慵懒"
"  1697、选择词语的正确词形 。  A、长年累月  B、常年累月  "	"A长年累月"
"  1698、选择词语的正确词形 。  A、声呐  B、声讷  "	"A声呐"
"  1699、为化纤""的纤选择正确读音 。  A、qiàn  B、xiān  C、qiān  "	"Bxiān"
"  1700、选择词语的正确词形 。  A、妨碍  B、防碍  "	"A妨碍"
"  1701、选择词语的正确词形 。  A、叫苦不迭  B、叫苦不叠  "	"A叫苦不迭"
"  1702、选择词语的正确词形 。  A、充耳不闻  B、冲耳不闻  "	"A充耳不闻"
"  1703、选择词语的正确词形 。  A、仗义执言  B、仗义直言  "	"A仗义执言"
"  1704、选择词语的正确词形 。  A、杯盘狼籍  B、杯盘狼藉  "	"B杯盘狼藉"
"  1705、选择词语的正确词形 。  A、兵慌马乱  B、兵荒马乱  "	"B兵荒马乱"
"  1706、选择词语的正确词形 。  A、妥帖  B、妥贴  "	"A妥帖"
"  1707、选择词语的正确词形 。  A、嗤之以鼻  B、斥之以鼻  "	"A嗤之以鼻"
"  1708、选择词语的正确词形 。  A、秸秆  B、秸杆  "	"A秸秆"
"  1709、选择词语的正确词形 。  A、跌宕起伏  B、跌荡起伏  "	"A跌宕起伏"
"  1710、选择词语的正确词形 。  A、称心如意  B、趁心如意  "	"A称心如意"
"  1711、选择词语的正确词形 。  A、精疲力竭  B、筋疲力竭  "	"A精疲力竭"
"  1712、选择词语的正确词形 。  A、憋气  B、蹩气  "	"A憋气"
"  1713、选择词语的正确词形 。  A、砰然心动  B、怦然心动  "	"B怦然心动"
"  1714、选择词语的正确词形 。  A、鼎力相助  B、鼎立相助  "	"A鼎力相助"
"  1715、选择词语的正确词形 。  A、震撼  B、震憾  "	"A震撼"
"  1716、选择词语的正确词形 。  A、烩炙人口  B、脍炙人口  "	"B脍炙人口"
"  1717、选择词语的正确词形 。  A、一副对联  B、一幅对联  "	"A一副对联"
"  1718、选择词语的正确词形 。  A、松弛  B、松驰  "	"A松弛"
"  1719、选择词语的正确词形 。  A、矫揉造作  B、娇揉造作  "	"A矫揉造作"
"  1720、选择词语的正确词形 。  A、川流不息  B、穿流不息  "	"A川流不息"
"  1721、选择词语的正确词形 。  A、蛛丝马迹  B、蛛丝蚂迹  "	"A蛛丝马迹"
"  1722、选择词语的正确词形 。  A、谈笑风生  B、谈笑风声  "	"A谈笑风生"
"  1723、选择词语的正确词形 。  A、明察暗访  B、明查暗访  "	"A明察暗访"
"  1724、选择词语的正确词形 。  A、痉挛  B、痉孪  "	"A痉挛"
"  1725、选择词语的正确词形 。  A、洁白无瑕  B、洁白无暇  "	"A洁白无瑕"
"  1726、选择词语的正确词形 。  A、凑合  B、凑和  "	"A凑合"
"  1727、选择词语的正确词形 。  A、出其不意  B、出奇不意  "	"A出其不意"
"  1728、选择词语的正确词形 。  A、默守陈规  B、墨守成规  C、默守成规  "	"B墨守成规"
"  1729、选择词语的正确词形 。  A、粗犷  B、粗旷  "	"A粗犷"
"  1730、选择词语的正确词形 。  A、甘败下风  B、甘拜下风  "	"B甘拜下风"
"  1731、选择词语的正确词形 。  A、啰唆  B、罗唆  "	"A啰唆"
"  1732、选择词语的正确词形 。  A、悬梁刺骨  B、悬梁刺股  "	"B悬梁刺股"
"  1733、选择词语的正确词形 。  A、侧隐之心  B、恻隐之心  "	"B恻隐之心"
"  1734、选择词语的正确词形 。  A、立杆见影  B、立竿见影  "	"B立竿见影"
"  1735、选择词语的正确词形 。  A、幅射  B、辐射  "	"B辐射"
"  1736、选择词语的正确词形 。  A、九霄云外  B、九宵云外  "	"A九霄云外"
"  1737、选择词语的正确词形 。  A、水龙头  B、水笼头  "	"A水龙头"
"  1738、选择词语的正确词形 。  A、金榜题名  B、金榜提名  "	"A金榜题名"
"  1739、选择词语的正确词形 。  A、青睐  B、亲睐  "	"A青睐"
"  1740、选择词语的正确词形 。  A、旋律  B、弦律  "	"A旋律"
"  1741、选择词语的正确词形 。  A、美轮美奂  B、美仑美奂  "	"A美轮美奂"
"  1742、选择词语的正确词形 。  A、一诺千金  B、一诺千斤  "	"A一诺千金"
"  1743、选择词语的正确词形 。  A、死皮赖脸  B、死皮癞脸  "	"A死皮赖脸"
"  1744、选择词语的正确词形 。  A、言简意骇  B、言简意赅  "	"B言简意赅"
"  1745、选择词语的正确词形 。  A、脉搏  B、脉膊  "	"A脉搏"
"  1746、选择词语的正确词形 。  A、精萃  B、精粹  "	"B精粹"
"  1747、选择词语的正确词形 。  A、呕心沥血  B、沤心沥血  "	"A呕心沥血"
"  1748、选择词语的正确词形 。  A、食不果腹  B、食不裏腹  "	"A食不果腹"
"  1749、选择词语的正确词形 。  A、沉湎  B、沉缅  "	"A沉湎"
"  1750、选择词语的正确词形 。  A、老两口  B、老俩口  "	"A老两口"
"  1751、选择词语的正确词形 。  A、挖墙脚  B、挖墙角  "	"A挖墙脚"
"  1752、选择词语的正确词形 。  A、草菅人命  B、草管人命  "	"A草菅人命"
"  1753、选择词语的正确词形 。  A、度假村  B、渡假村  "	"A度假村"
"  1754、选择词语的正确词形 。  A、针砭时弊  B、针贬时弊  "	"A针砭时弊"
"  1755、选择词语的正确词形 。  A、一愁莫展  B、一筹莫展  "	"B一筹莫展"
"  1756、选择词语的正确词形 。  A、凭添  B、平添  "	"B平添"
"  1757、选择词语的正确词形 。  A、修葺  B、修茸  "	"A修葺"
"  1758、选择词语的正确词形 。  A、声名鹊起  B、声名雀起  "	"A声名鹊起"
"  1759、选择词语的正确词形 。  A、鬼鬼祟祟  B、鬼鬼崇崇  "	"A鬼鬼祟祟"
"  1760、选择词语的正确词形 。  A、发轫  B、发韧  "	"A发轫"
"  1761、选择词语的正确词形 。  A、寒暄  B、寒喧  "	"A寒暄"
"  1762、选择词语的正确词形 。  A、赝品  B、膺品  "	"A赝品"
"  1763、选择词语的正确词形 。  A、渡过难关  B、度过难关  "	"A渡过难关"
"  1764、选择词语的正确词形 。  A、入场券  B、入场卷  "	"A入场券"
"  1765、选择词语的正确词形 。  A、萎靡不振  B、萎糜不振  "	"A萎靡不振"
"  1766、选择词语的正确词形 。  A、相形见绌  B、相形见拙  "	"A相形见绌"
"  1767、选择词语的正确词形 。  A、一刹那  B、一霎那  "	"A一刹那"
"、  1768、选择词语的正确词形 。  A、怄气  B、呕气  "	"A怄气"
"  1769、选择词语的正确词形 。  A、大材小用  B、大才小用  "	"A大材小用"
"  1770、选择词语的正确词形 。  A、竭泽而渔  B、竭泽而鱼  "	"A竭泽而渔"
"  1771、选择词语的正确词形 。  A、不醒人事  B、不省人事  "	"B不省人事"
"  1772、选择词语的正确词形 。  A、掺和  B、掺合  "	"A掺和"
"  1773、选择词语的正确词形 。  A、无所顾忌  B、无所顾及  "	"A无所顾忌"
"  1774、选择词语的正确词形 。  A、一笔勾销  B、一笔钩销  "	"A一笔勾销"
"  1775、选择词语的正确词形 。  A、惹是生非  B、惹事生非  "	"A惹是生非"
"  1776、选择词语的正确词形 。  A、支支吾吾  B、支支唔唔  "	"A支支吾吾"
"  1777、选择词语的正确词形 。  A、旁证博引  B、旁征博引  "	"B旁征博引"
"  1778、选择词语的正确词形 。  A、鞭笞  B、鞭苔  "	"A鞭笞"
"  1779、选择词语的正确词形 。  A、翻两番  B、翻两翻  "	"A翻两番"
"  1780、选择词语的正确词形 。  A、唉声叹气  B、哀声叹气  "	"A唉声叹气"
"  1781、选择词语的正确词形 。  A、流光溢彩  B、流光异彩  "	"A流光溢彩"
"  1782、选择词语的正确词形 。  A、坐镇  B、坐阵  "	"A坐镇"
"  1783、选择词语的正确词形 。  A、淬炼  B、萃炼  "	"A淬炼"
"  1784、选择词语的正确词形 。  A、恣意妄为  B、姿意妄为  "	"A恣意妄为"
"  1785、选择词语的正确词形 。  A、叱咤风云  B、叱诧风云  "	"A叱咤风云"
"  1786、选择词语的正确词形 。  A、直截了当  B、直接了当  "	"A直截了当"
"  1787、选择词语的正确词形 。  A、水蒸气  B、水蒸汽  "	"A水蒸气"
"  1788、选择词语的正确词形 。  A、按部就班  B、按步就班  "	"A按部就班"
"  1789、选择词语的正确词形 。  A、时过境迁  B、时过景迁  "	"A时过境迁"
"  1790、选择词语的正确词形 。  A、赃款  B、脏款  "	"A赃款"
"  1791、选择词语的正确词形 。  A、安详  B、安祥  "	"A安详"
"  1792、选择词语的正确词形 。  A、惨无人道  B、残无人道  "	"A惨无人道"
"  1793、选择词语的正确词形 。  A、独辟蹊径  B、独劈蹊径  "	"A独辟蹊径"
"  1794、选择词语的正确词形   A、挑三拣四  B、挑三捡四  "	"A挑三拣四"
"  1795、选择词语的正确词形 。  A、黯然失色  B、暗然失色  "	"A黯然失色"
"  1796、选择词语的正确词形 。  A、陷阱  B、陷井  "	"A陷阱"
"  1797、选择词语的正确词形 。  A、羁绊  B、羁拌  "	"A羁绊"
"  1798、选择词语的正确词形 。  A、部署  B、布署  "	"A部署"
"  1799、选择词语的正确词形 。  A、鸿篇巨制  B、宏篇巨制  "	"A鸿篇巨制"
"  1800、选择词语的正确词形 。  A、水泄不通  B、水泻不通  "	"A水泄不通"
"  1801、选择词语的正确词形 。  A、蒸馏水  B、蒸溜水  "	"A蒸馏水"
"  1802、选择词语的正确词形 。  A、哈蜜瓜  B、哈密瓜  "	"B哈密瓜"
"  1803、选择词语的正确词形 。  A、河岔  B、河汊  "	"B河汊"
"  1804、选择词语的正确词形 。  A、售罄  B、售磬  "	"A售罄"
"  1805、选择词语的正确词形 。  A、缉拿  B、辑拿  "	"A缉拿"
"  1806、选择词语的正确词形 。  A、蹚浑水  B、趟浑水  "	"A蹚浑水"
"  1807、为""蹚浑水""的""蹚""选择正确读音 。  A、táng  B、tāng  "	"Btāng"
"  1808、选择词语的正确词形 。  A、巨擘  B、巨擎  "	"A巨擘"
"  1809、选择词语的正确词形 。  A、消弭  B、消弥  "	"A消弭"
"  1810、选择词语的正确词形 。  A、冲账  B、充账  "	"A冲账"
"  1811、选择词语的正确词形 。  A、歉收  B、欠收  "	"A歉收"
"  1812、选择词语的正确词形 。  A、严峻  B、严竣  "	"A严峻"
"  1813、选择词语的正确词形 。  A、古今杂糅  B、古今杂揉  "	"A古今杂糅"
"  1814、选择词语的正确词形 。  A、饮鸠止渴  B、饮鸩止渴  "	"B饮鸩止渴"
"  1815、选择词语的正确词形 。  A、既往不咎  B、既往不究  C、继往不咎  "	"A既往不咎"
"  1816、选择词语的正确词形 。  A、蛰伏  B、蜇伏  "	"A蛰伏"
"  1817、选择词语的正确词形 。  A、烦躁  B、烦燥  "	"A烦躁"
"  1818、选择词语的正确词形 。  A、狙击手  B、阻击手  "	"A狙击手"
"  1819、选择词语的正确词形 。  A、不假思索  B、不加思索  "	"A不假思索"
"  1820、选择词语的正确词形 。  A、慷慨  B、慷概  "	"A慷慨"
"  1821、选择词语的正确词形 。  A、世外桃园  B、世外桃源  "	"B世外桃源"
"  1822、选择词语的正确词形 。  A、融汇贯通  B、融会贯通  "	"B融会贯通"
"  1823、根据《国家湿地公园管理办法》国家 是指以保护湿地生态系统、合理利用湿地资源、开展湿地宣传教育和科学研究为目的经国家林业局批准设立按照有关规定予以保护和管理的特定区域。出题：江西省林业局  A、自然保护区  B、小微湿地  C、湿地公园  "	"C湿地公园"
"  1824、2020年第十届北京国际电影节的主题是"" ""。推荐：北京学习平台出题：北京国际电影组委会办公室  A、家•国  B、共享资源共嬴未来  C、梦圆•奋进  "	"C梦圆•奋进"
"  1825、经历史发展牛郎织女天文星象被赋予了人格化的美丽传说以及民间女性向织女星乞巧智慧、祈祷姻缘等丰富的人文内涵。因七夕赋予了与爱情有关的内涵使其成为了象征 的节日。出题：江西学习平台  A、亲情  B、友情  C、爱情  "	"C爱情"
"  1826、立体电影是放映时能给人以三维视觉有明显纵深感的电影。是利用类似 摄制成具有水平视差的两幅画面的影片。推荐：北京学习平台 出题：北京国际电影节组委会办公室  A、两眼的不同视角  B、运动视差  C、眼睛的调节  "	"A两眼的不同视角"
"  1827、比目鱼的双眼天生就长在同一侧吗 。  A、是  B、不是  "	"B不是"
"  1828、八哥喜欢站在牛背上是为了 。  A、搭便车  B、方便捕食  "	"B方便捕食"
"  1829、中国古代连续开凿时间最长的石窟是 。  A、龙门石窟  B、麦积山石窟  C、云冈石窟  "	"A龙门石窟"
"  1830、猫喜欢抓老鼠吃是因为老鼠体内不仅含有丰富的蛋白质还富含一种叫作 的物质这种物质猫自身不能合成但对猫来讲特别重要。  A、维生素D  B、牛磺酸  C、维生素A  D、维生素E  "	"B牛磺酸"
"  1831、拥有相同基因组的细胞演变成不同类型细胞的过程在生命科学中称为 。  A、有丝分裂  B、细胞分裂  C、细胞分化  "	"C细胞分化"
"  1832、在活细胞内部各种细胞器能有条不紊地发挥着各自的功能是因为活细胞内部有个操纵细胞器活动的核心这个核心就是 。  A、细胞质  B、细胞膜  C、细胞器  D、细胞核  "	"D细胞核"
"  1833、中国的民居朝向通常是 。  A、坐北朝南  B、坐南朝北  C、坐西朝东  D、坐东朝西  "	"A坐北朝南"
"  1834、厄尔尼诺是指赤道中、东太平洋海域的海水温度 的现象。出题：中国气象局气象宣传与科普中心  A、异常增暖  B、异常变冷  C、大幅震荡  "	"A异常增暖"
"  1835、蛇能在夜色中准确捕获猎物除了蛇能够收集气味很多种类的蛇还有一个盛要 变化的装置被称为颊窝或""热眼""。  A、热能  C、触觉  D、振动  "	"A热能"
"  1836、世界上最大的蚯蚓叫吉普高地大蚯蚓身长可达1米它最早是在 被发现的。  A、澳大利亚  B、新西兰  C、印度尼西亚  D、肯尼亚  "	"A澳大利亚"
"  1837、同一个生物体的众多细胞基因组是相同的这是因为一个生物体的所有细胞都是由同一个受精卵通过不断地 产生的。  A、减数分裂  B、有丝分裂  C、二次分裂  "	"B有丝分裂"
"  1838、飞机能在空中急刹车吗   A、能  B、不能  "	"B不能"
"  1839、儿童可以坐在轿车前排吗   A、可以  B、不可以  "	"B不可以"
"  1840、大约6500万年前一颗直径超过10千米的近地小行星撞击过地球这次撞击直接导致了 的灭绝。  A、三叶虫  B、巨猿  C、恐龙  "	"C恐龙"
"  1841、当世仅存的野骆驼种群在中国的 。  A、内蒙古  B、新疆  C、青海  D、甘肃  "	"B新疆"
"  1842、被称为""万园之园""的著名皇家园林是 。  A、圆明园  B、颐和园  "	"A圆明园"
"  1843、日常生活中遇到的风、雨、雷电等天气现象一般发生在大气层的 中。出题：中国气象局气象宣传与科普中心  A、中间层  B、对流层  C、平流层  D、电离层  "	"B对流层"
"  1844、天安门城楼的屋顶采用 建筑形式。  A、歇山顶  B、硬山顶  C、庑殿顶  D、悬山顶  "	"A歇山顶"
"  1845、牛一般有四个胃依次是瘤胃、网胃蜂巢胃、重瓣胃和皱胃其中 才是真正的胃。  A、瘤胃  B、网胃  C、重瓣胃  D、皱胃  "	"D皱胃"
"  1846、蜘蛛是昆虫吗   A、是  B、不是  "	"B不是"
"  1847、世界上第一条地铁诞生于 。  A、伦敦  B、柏林  C、纽约  D、东京  "	"A伦敦"
"  1848、古时在中国安徽徽州每幢民居淘米洗菜的排水道里都会放养 充当建筑下水道的请道夫""。  A、乌龟  B、鱼  C、青蛙  "	"A乌龟"
"  1849、我国江淮流域毎年初夏常常岀现一段降水量较大、降水次数较频的连阴雨天气这一现象叫做   。出题：中国气象局气象宣传与科普中心  A、雷雨  B、梅雨  C、暴雨  D、大雨  "	"B梅雨"
